"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[W]"     
          0,           0,         669,       -9.72175743,        -9.8423953,      -9.851087998,      -9.182408718
          0,           0,         670,      -9.721757428,      -9.842395292,      -9.851087983,      -9.182408718
          0,           0,         671,      -9.721757427,      -9.842395284,      -9.851087969,      -9.182408719
          0,           0,         672,      -9.721757426,      -9.842395276,      -9.851087954,       -9.18240872
          0,           0,         673,      -9.721757424,      -9.842395269,       -9.85108794,       -9.18240872
          0,           0,         674,      -9.721757423,      -9.842395262,      -9.851087926,      -9.182408721
          0,           0,         675,      -9.721757422,      -9.842395254,      -9.851087913,      -9.182408721
          0,           0,         676,      -9.721757421,      -9.842395247,      -9.851087899,      -9.182408722
          0,           0,         677,       -9.72175742,       -9.84239524,      -9.851087886,      -9.182408722
          0,           0,         678,      -9.721757419,      -9.842395234,      -9.851087874,      -9.182408723
          0,           0,         679,      -9.721757417,      -9.842395227,      -9.851087861,      -9.182408723
          0,           0,         680,      -9.721757416,       -9.84239522,      -9.851087849,      -9.182408724
          0,           0,         681,      -9.721757415,      -9.842395214,      -9.851087837,      -9.182408724
          0,           0,         682,      -9.721757414,      -9.842395208,      -9.851087825,      -9.182408725
          0,           0,         683,      -9.721757413,      -9.842395202,      -9.851087814,      -9.182408725
          0,           0,         684,      -9.721757412,      -9.842395196,      -9.851087802,      -9.182408726
          0,           0,         685,      -9.721757411,       -9.84239519,      -9.851087791,      -9.182408726
          0,           0,         686,       -9.72175741,      -9.842395184,      -9.851087781,      -9.182408727
          0,           0,         687,      -9.721757409,      -9.842395178,       -9.85108777,      -9.182408727
          0,           0,         688,      -9.721757409,      -9.842395173,       -9.85108776,      -9.182408728
          0,           0,         689,      -9.721757408,      -9.842395168,      -9.851087749,      -9.182408728
          0,           0,         690,      -9.721757407,      -9.842395162,      -9.851087739,      -9.182408728
          0,           0,         691,      -9.721757406,      -9.842395157,       -9.85108773,      -9.182408729
          0,           0,         692,      -9.721757405,      -9.842395152,       -9.85108772,      -9.182408729
          0,           0,         693,      -9.721757404,      -9.842395147,      -9.851087711,      -9.182408729
          0,           0,         694,      -9.721757403,      -9.842395142,      -9.851087702,       -9.18240873
          0,           0,         695,      -9.721757403,      -9.842395138,      -9.851087693,       -9.18240873
          0,           0,         696,      -9.721757402,      -9.842395133,      -9.851087684,      -9.182408731
          0,           0,         697,      -9.721757401,      -9.842395128,      -9.851087675,      -9.182408731
          0,           0,         698,        -9.7217574,      -9.842395124,      -9.851087667,      -9.182408731
          0,           0,         699,        -9.7217574,      -9.842395119,      -9.851087658,      -9.182408732
          0,           0,         700,      -9.721757399,      -9.842395115,       -9.85108765,      -9.182408732
          0,           0,         701,      -9.721757398,      -9.842395111,      -9.851087642,      -9.182408732
          0,           0,         702,      -9.721757398,      -9.842395107,      -9.851087634,      -9.182408733
          0,           0,         703,      -9.721757397,      -9.842395103,      -9.851087627,      -9.182408733
          0,           0,         704,      -9.721757396,      -9.842395099,      -9.851087619,      -9.182408733
          0,           0,         705,      -9.721757396,      -9.842395095,      -9.851087612,      -9.182408733
          0,           0,         706,      -9.721757395,      -9.842395091,      -9.851087605,      -9.182408734
          0,           0,         707,      -9.721757394,      -9.842395088,      -9.851087598,      -9.182408734
          0,           0,         708,      -9.721757394,      -9.842395084,      -9.851087591,      -9.182408734
          0,           0,         709,      -9.721757393,       -9.84239508,      -9.851087584,      -9.182408734
          0,           0,         710,      -9.721757393,      -9.842395077,      -9.851087578,      -9.182408735
          0,           0,         711,      -9.721757392,      -9.842395073,      -9.851087571,      -9.182408735
          0,           0,         712,      -9.721757392,       -9.84239507,      -9.851087565,      -9.182408735
          0,           0,         713,      -9.721757391,      -9.842395067,      -9.851087558,      -9.182408735
          0,           0,         714,       -9.72175739,      -9.842395064,      -9.851087552,      -9.182408736
          0,           0,         715,       -9.72175739,      -9.842395061,      -9.851087546,      -9.182408736
          0,           0,         716,      -9.721757389,      -9.842395057,      -9.851087541,      -9.182408736
          0,           0,         717,      -9.721757389,      -9.842395054,      -9.851087535,      -9.182408736
          0,           0,         718,      -9.721757388,      -9.842395052,      -9.851087529,      -9.182408737
          0,           0,         719,      -9.721757388,      -9.842395049,      -9.851087524,      -9.182408737
          0,           0,         720,      -9.721757388,      -9.842395046,      -9.851087518,      -9.182408737
          0,           0,         721,      -9.721757387,      -9.842395043,      -9.851087513,      -9.182408737
          0,           0,         722,      -9.721757387,       -9.84239504,      -9.851087508,      -9.182408737
          0,           0,         723,      -9.721757386,      -9.842395038,      -9.851087503,      -9.182408738
          0,           0,         724,      -9.721757386,      -9.842395035,      -9.851087498,      -9.182408738
          0,           0,         725,      -9.721757385,      -9.842395033,      -9.851087493,      -9.182408738
          0,           0,         726,      -9.721757385,       -9.84239503,      -9.851087488,      -9.182408738
          0,           0,         727,      -9.721757385,      -9.842395028,      -9.851087483,      -9.182408738
          0,           0,         728,      -9.721757384,      -9.842395025,      -9.851087479,      -9.182408739
          0,           0,         729,      -9.721757384,      -9.842395023,      -9.851087474,      -9.182408739
          0,           0,         730,      -9.721757383,      -9.842395021,       -9.85108747,      -9.182408739
          0,           0,         731,      -9.721757383,      -9.842395018,      -9.851087466,      -9.182408739
          0,           0,         732,      -9.721757383,      -9.842395016,      -9.851087461,      -9.182408739
          0,           0,         733,      -9.721757382,      -9.842395014,      -9.851087457,      -9.182408739
          0,           0,         734,      -9.721757382,      -9.842395012,      -9.851087453,       -9.18240874
          0,           0,         735,      -9.721757382,       -9.84239501,      -9.851087449,       -9.18240874
          0,           0,         736,      -9.721757381,      -9.842395008,      -9.851087445,       -9.18240874
          0,           0,         737,      -9.721757381,      -9.842395006,      -9.851087442,       -9.18240874
          0,           0,         738,      -9.721757381,      -9.842395004,      -9.851087438,       -9.18240874
          0,           0,         739,       -9.72175738,      -9.842395002,      -9.851087434,       -9.18240874
          0,           0,         740,       -9.72175738,         -9.842395,      -9.851087431,       -9.18240874
          0,           0,         741,       -9.72175738,      -9.842394998,      -9.851087427,       -9.18240874
          0,           0,         742,      -9.721757379,      -9.842394996,      -9.851087424,      -9.182408741
          0,           0,         743,      -9.721757379,      -9.842394995,       -9.85108742,      -9.182408741
          0,           0,         744,      -9.721757379,      -9.842394993,      -9.851087417,      -9.182408741
          0,           0,         745,      -9.721757378,      -9.842394991,      -9.851087414,      -9.182408741
          0,           0,         746,      -9.721757378,       -9.84239499,      -9.851087411,      -9.182408741
          0,           0,         747,      -9.721757378,      -9.842394988,      -9.851087407,      -9.182408741
          0,           0,         748,      -9.721757378,      -9.842394986,      -9.851087404,      -9.182408741
          0,           0,         749,      -9.721757377,      -9.842394985,      -9.851087401,      -9.182408741
          0,           0,         750,      -9.721757377,      -9.842394983,      -9.851087398,      -9.182408742
          0,           0,         751,      -9.721757377,      -9.842394982,      -9.851087396,      -9.182408742
          0,           0,         752,      -9.721757377,       -9.84239498,      -9.851087393,      -9.182408742
          0,           0,         753,      -9.721757376,      -9.842394979,       -9.85108739,      -9.182408742
          0,           0,         754,      -9.721757376,      -9.842394978,      -9.851087387,      -9.182408742
          0,           0,         755,      -9.721757376,      -9.842394976,      -9.851087385,      -9.182408742
          0,           0,         756,      -9.721757376,      -9.842394975,      -9.851087382,      -9.182408742
          0,           0,         757,      -9.721757376,      -9.842394974,       -9.85108738,      -9.182408742
          0,           0,         758,      -9.721757375,      -9.842394972,      -9.851087377,      -9.182408742
          0,           0,         759,      -9.721757375,      -9.842394971,      -9.851087375,      -9.182408742
          0,           0,         760,      -9.721757375,       -9.84239497,      -9.851087372,      -9.182408742
          0,           0,         761,      -9.721757375,      -9.842394969,       -9.85108737,      -9.182408743
          0,           0,         762,      -9.721757375,      -9.842394967,      -9.851087368,      -9.182408743
          0,           0,         763,      -9.721757374,      -9.842394966,      -9.851087365,      -9.182408743
          0,           0,         764,      -9.721757374,      -9.842394965,      -9.851087363,      -9.182408743
          0,           0,         765,      -9.721757374,      -9.842394964,      -9.851087361,      -9.182408743
          0,           0,         766,      -9.721757374,      -9.842394963,      -9.851087359,      -9.182408743
          0,           0,         767,      -9.721757374,      -9.842394962,      -9.851087357,      -9.182408743
          0,           0,         768,      -9.721757373,      -9.842394961,      -9.851087355,      -9.182408743
          0,           0,         769,      -9.721757373,       -9.84239496,      -9.851087353,      -9.182408743
          0,           0,         770,      -9.721757373,      -9.842394959,      -9.851087351,      -9.182408743
          0,           0,         771,      -9.721757373,      -9.842394958,      -9.851087349,      -9.182408743
          0,           0,         772,      -9.721757373,      -9.842394957,      -9.851087347,      -9.182408743
          0,           0,         773,      -9.721757373,      -9.842394956,      -9.851087345,      -9.182408743
          0,           0,         774,      -9.721757372,      -9.842394955,      -9.851087344,      -9.182408743
          0,           0,         775,      -9.721757372,      -9.842394954,      -9.851087342,      -9.182408744
          0,           0,         776,      -9.721757372,      -9.842394953,       -9.85108734,      -9.182408744
          0,           0,         777,      -9.721757372,      -9.842394952,      -9.851087338,      -9.182408744
          0,           0,         778,      -9.721757372,      -9.842394951,      -9.851087337,      -9.182408744
          0,           0,         779,      -9.721757372,      -9.842394951,      -9.851087335,      -9.182408744
          0,           0,         780,      -9.721757372,       -9.84239495,      -9.851087333,      -9.182408744
          0,           0,         781,      -9.721757371,      -9.842394949,      -9.851087332,      -9.182408744
          0,           0,         782,      -9.721757371,      -9.842394948,       -9.85108733,      -9.182408744
          0,           0,         783,      -9.721757371,      -9.842394947,      -9.851087329,      -9.182408744
          0,           0,         784,      -9.721757371,      -9.842394947,      -9.851087327,      -9.182408744
          0,           0,         785,      -9.721757371,      -9.842394946,      -9.851087326,      -9.182408744
          0,           0,         786,      -9.721757371,      -9.842394945,      -9.851087325,      -9.182408744
          0,           0,         787,      -9.721757371,      -9.842394945,      -9.851087323,      -9.182408744
          0,           0,         788,      -9.721757371,      -9.842394944,      -9.851087322,      -9.182408744
          0,           0,         789,       -9.72175737,      -9.842394943,      -9.851087321,      -9.182408744
          0,           0,         790,       -9.72175737,      -9.842394942,      -9.851087319,      -9.182408744
          0,           0,         791,       -9.72175737,      -9.842394942,      -9.851087318,      -9.182408744
          0,           0,         792,       -9.72175737,      -9.842394941,      -9.851087317,      -9.182408744
          0,           0,         793,       -9.72175737,      -9.842394941,      -9.851087316,      -9.182408744
          0,           0,         794,       -9.72175737,       -9.84239494,      -9.851087314,      -9.182408744
          0,           0,         795,       -9.72175737,      -9.842394939,      -9.851087313,      -9.182408744
          0,           0,         796,       -9.72175737,      -9.842394939,      -9.851087312,      -9.182408745
          0,           0,         797,       -9.72175737,      -9.842394938,      -9.851087311,      -9.182408745
          0,           0,         798,       -9.72175737,      -9.842394938,       -9.85108731,      -9.182408745
          0,           0,         799,      -9.721757369,      -9.842394937,      -9.851087309,      -9.182408745
          0,           0,         800,      -9.721757369,      -9.842394937,      -9.851087308,      -9.182408745
          0,           0,         801,      -9.721757369,      -9.842394936,      -9.851087307,      -9.182408745
          0,           0,         802,      -9.721757369,      -9.842394935,      -9.851087306,      -9.182408745
          0,           0,         803,      -9.721757369,      -9.842394935,      -9.851087305,      -9.182408745
          0,           0,         804,      -9.721757369,      -9.842394934,      -9.851087304,      -9.182408745
          0,           0,         805,      -9.721757369,      -9.842394934,      -9.851087303,      -9.182408745
          0,           0,         806,      -9.721757369,      -9.842394933,      -9.851087302,      -9.182408745
          0,           0,         807,      -9.721757369,      -9.842394933,      -9.851087301,      -9.182408745
          0,           0,         808,      -9.721757369,      -9.842394933,        -9.8510873,      -9.182408745
          0,           0,         809,      -9.721757369,      -9.842394932,      -9.851087299,      -9.182408745
          0,           0,         810,      -9.721757369,      -9.842394932,      -9.851087298,      -9.182408745
          0,           0,         811,      -9.721757368,      -9.842394931,      -9.851087297,      -9.182408745
          0,           0,         812,      -9.721757368,      -9.842394931,      -9.851087296,      -9.182408745
          0,           0,         813,      -9.721757368,       -9.84239493,      -9.851087296,      -9.182408745
          0,           0,         814,      -9.721757368,       -9.84239493,      -9.851087295,      -9.182408745
          0,           0,         815,      -9.721757368,       -9.84239493,      -9.851087294,      -9.182408745
          0,           0,         816,      -9.721757368,      -9.842394929,      -9.851087293,      -9.182408745
          0,           0,         817,      -9.721757368,      -9.842394929,      -9.851087293,      -9.182408745
          0,           0,         818,      -9.721757368,      -9.842394928,      -9.851087292,      -9.182408745
          0,           0,         819,      -9.721757368,      -9.842394928,      -9.851087291,      -9.182408745
          0,           0,         820,      -9.721757368,      -9.842394928,       -9.85108729,      -9.182408745
          0,           0,         821,      -9.721757368,      -9.842394927,       -9.85108729,      -9.182408745
          0,           0,         822,      -9.721757368,      -9.842394927,      -9.851087289,      -9.182408745
          0,           0,         823,      -9.721757368,      -9.842394927,      -9.851087288,      -9.182408745
          0,           0,         824,      -9.721757368,      -9.842394926,      -9.851087288,      -9.182408745
          0,           0,         825,      -9.721757368,      -9.842394926,      -9.851087287,      -9.182408745
          0,           0,         826,      -9.721757368,      -9.842394926,      -9.851087286,      -9.182408745
          0,           0,         827,      -9.721757368,      -9.842394925,      -9.851087286,      -9.182408745
          0,           0,         828,      -9.721757367,      -9.842394925,      -9.851087285,      -9.182408745
          0,           0,         829,      -9.721757367,      -9.842394925,      -9.851087285,      -9.182408745
          0,           0,         830,      -9.721757367,      -9.842394925,      -9.851087284,      -9.182408745
          0,           0,         831,      -9.721757367,      -9.842394924,      -9.851087284,      -9.182408745
          0,           0,         832,      -9.721757367,      -9.842394924,      -9.851087283,      -9.182408745
          0,           0,         833,      -9.721757367,      -9.842394924,      -9.851087282,      -9.182408745
          0,           0,         834,      -9.721757367,      -9.842394923,      -9.851087282,      -9.182408745
          0,           0,         835,      -9.721757367,      -9.842394923,      -9.851087281,      -9.182408745
          0,           0,         836,      -9.721757367,      -9.842394923,      -9.851087281,      -9.182408746
          0,           0,         837,      -9.721757367,      -9.842394923,       -9.85108728,      -9.182408746
          0,           0,         838,      -9.721757367,      -9.842394922,       -9.85108728,      -9.182408746
          0,           0,         839,      -9.721757367,      -9.842394922,      -9.851087279,      -9.182408746
          0,           0,         840,      -9.721757367,      -9.842394922,      -9.851087279,      -9.182408746
          0,           0,         841,      -9.721757367,      -9.842394922,      -9.851087278,      -9.182408746
          0,           0,         842,      -9.721757367,      -9.842394921,      -9.851087278,      -9.182408746
          0,           0,         843,      -9.721757367,      -9.842394921,      -9.851087278,      -9.182408746
          0,           0,         844,      -9.721757367,      -9.842394921,      -9.851087277,      -9.182408746
          0,           0,         845,      -9.721757367,      -9.842394921,      -9.851087277,      -9.182408746
          0,           0,         846,      -9.721757367,      -9.842394921,      -9.851087276,      -9.182408746
          0,           0,         847,      -9.721757367,       -9.84239492,      -9.851087276,      -9.182408746
          0,           0,         848,      -9.721757367,       -9.84239492,      -9.851087275,      -9.182408746
          0,           0,         849,      -9.721757367,       -9.84239492,      -9.851087275,      -9.182408746
          0,           0,         850,      -9.721757367,       -9.84239492,      -9.851087275,      -9.182408746
          0,           0,         851,      -9.721757367,       -9.84239492,      -9.851087274,      -9.182408746
          0,           0,         852,      -9.721757367,      -9.842394919,      -9.851087274,      -9.182408746
          0,           0,         853,      -9.721757366,      -9.842394919,      -9.851087274,      -9.182408746
          0,           0,         854,      -9.721757366,      -9.842394919,      -9.851087273,      -9.182408746
          0,           0,         855,      -9.721757366,      -9.842394919,      -9.851087273,      -9.182408746
          0,           0,         856,      -9.721757366,      -9.842394919,      -9.851087273,      -9.182408746
          0,           0,         857,      -9.721757366,      -9.842394919,      -9.851087272,      -9.182408746
          0,           0,         858,      -9.721757366,      -9.842394918,      -9.851087272,      -9.182408746
          0,           0,         859,      -9.721757366,      -9.842394918,      -9.851087272,      -9.182408746
          0,           0,         860,      -9.721757366,      -9.842394918,      -9.851087271,      -9.182408746
          0,           0,         861,      -9.721757366,      -9.842394918,      -9.851087271,      -9.182408746
          0,           0,         862,      -9.721757366,      -9.842394918,      -9.851087271,      -9.182408746
          0,           0,         863,      -9.721757366,      -9.842394918,       -9.85108727,      -9.182408746
          0,           0,         864,      -9.721757366,      -9.842394917,       -9.85108727,      -9.182408746
          0,           0,         865,      -9.721757366,      -9.842394917,       -9.85108727,      -9.182408746
          0,           0,         866,      -9.721757366,      -9.842394917,       -9.85108727,      -9.182408746
          0,           0,         867,      -9.721757366,      -9.842394917,      -9.851087269,      -9.182408746
          0,           0,         868,      -9.721757366,      -9.842394917,      -9.851087269,      -9.182408746
          0,           0,         869,      -9.721757366,      -9.842394917,      -9.851087269,      -9.182408746
          0,           0,         870,      -9.721757366,      -9.842394917,      -9.851087268,      -9.182408746
          0,           0,         871,      -9.721757366,      -9.842394916,      -9.851087268,      -9.182408746
          0,           0,         872,      -9.721757366,      -9.842394916,      -9.851087268,      -9.182408746
          0,           0,         873,      -9.721757366,      -9.842394916,      -9.851087268,      -9.182408746
          0,           0,         874,      -9.721757366,      -9.842394916,      -9.851087268,      -9.182408746
          0,           0,         875,      -9.721757366,      -9.842394916,      -9.851087267,      -9.182408746
          0,           0,         876,      -9.721757366,      -9.842394916,      -9.851087267,      -9.182408746
          0,           0,         877,      -9.721757366,      -9.842394916,      -9.851087267,      -9.182408746
          0,           0,         878,      -9.721757366,      -9.842394916,      -9.851087267,      -9.182408746
          0,           0,         879,      -9.721757366,      -9.842394916,      -9.851087266,      -9.182408746
          0,           0,         880,      -9.721757366,      -9.842394915,      -9.851087266,      -9.182408746
          0,           0,         881,      -9.721757366,      -9.842394915,      -9.851087266,      -9.182408746
          0,           0,         882,      -9.721757366,      -9.842394915,      -9.851087266,      -9.182408746
          0,           0,         883,      -9.721757366,      -9.842394915,      -9.851087266,      -9.182408746
          0,           0,         884,      -9.721757366,      -9.842394915,      -9.851087265,      -9.182408746
          0,           0,         885,      -9.721757366,      -9.842394915,      -9.851087265,      -9.182408746
          0,           0,         886,      -9.721757366,      -9.842394915,      -9.851087265,      -9.182408746
          0,           0,         887,      -9.721757366,      -9.842394915,      -9.851087265,      -9.182408746
          0,           0,         888,      -9.721757366,      -9.842394915,      -9.851087265,      -9.182408746
          0,           0,         889,      -9.721757366,      -9.842394915,      -9.851087265,      -9.182408746
          0,           0,         890,      -9.721757366,      -9.842394915,      -9.851087264,      -9.182408746
          0,           0,         891,      -9.721757366,      -9.842394914,      -9.851087264,      -9.182408746
          0,           0,         892,      -9.721757366,      -9.842394914,      -9.851087264,      -9.182408746
          0,           0,         893,      -9.721757366,      -9.842394914,      -9.851087264,      -9.182408746
          0,           0,         894,      -9.721757366,      -9.842394914,      -9.851087264,      -9.182408746
          0,           0,         895,      -9.721757366,      -9.842394914,      -9.851087264,      -9.182408746
          0,           0,         896,      -9.721757366,      -9.842394914,      -9.851087263,      -9.182408746
          0,           0,         897,      -9.721757366,      -9.842394914,      -9.851087263,      -9.182408746
          0,           0,         898,      -9.721757366,      -9.842394914,      -9.851087263,      -9.182408746
          0,           0,         899,      -9.721757366,      -9.842394914,      -9.851087263,      -9.182408746
