"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[W]"     
          0,           0,         330,      -9.721859968,      -9.842942965,      -9.852009211,      -9.182519945
          0,           0,         331,      -9.721857941,      -9.842931318,      -9.851989563,      -9.182517648
          0,           0,         332,      -9.721855949,      -9.842919918,      -9.851970335,      -9.182515375
          0,           0,         333,      -9.721853993,       -9.84290876,      -9.851951515,      -9.182513126
          0,           0,         334,      -9.721852071,      -9.842897839,      -9.851933097,      -9.182510902
          0,           0,         335,      -9.721850183,      -9.842887149,      -9.851915071,      -9.182508704
          0,           0,         336,      -9.721848329,      -9.842876686,      -9.851897429,      -9.182506533
          0,           0,         337,      -9.721846508,      -9.842866445,      -9.851880163,      -9.182504389
          0,           0,         338,       -9.72184472,      -9.842856421,      -9.851863265,      -9.182502273
          0,           0,         339,      -9.721842964,       -9.84284661,      -9.851846727,      -9.182500185
          0,           0,         340,      -9.721841238,      -9.842837006,      -9.851830542,      -9.182498126
          0,           0,         341,      -9.721839544,      -9.842827607,      -9.851814701,      -9.182496095
          0,           0,         342,       -9.72183788,      -9.842818406,      -9.851799199,      -9.182494094
          0,           0,         343,      -9.721836246,      -9.842809401,      -9.851784027,      -9.182492122
          0,           0,         344,      -9.721834643,      -9.842800586,      -9.851769178,       -9.18249018
          0,           0,         345,      -9.721833069,      -9.842791958,      -9.851754645,      -9.182488269
          0,           0,         346,      -9.721831525,      -9.842783513,      -9.851740423,      -9.182486388
          0,           0,         347,      -9.721830009,      -9.842775247,      -9.851726504,      -9.182484537
          0,           0,         348,      -9.721828521,      -9.842767156,      -9.851712882,      -9.182482718
          0,           0,         349,      -9.721827062,      -9.842759236,       -9.85169955,      -9.182480929
          0,           0,         350,       -9.72182563,      -9.842751484,      -9.851686503,      -9.182479171
          0,           0,         351,      -9.721824225,      -9.842743896,      -9.851673735,      -9.182477445
          0,           0,         352,      -9.721822846,       -9.84273647,      -9.851661239,      -9.182475749
          0,           0,         353,      -9.721821494,        -9.8427292,      -9.851649009,      -9.182474084
          0,           0,         354,      -9.721820168,      -9.842722085,      -9.851637041,       -9.18247245
          0,           0,         355,      -9.721818866,       -9.84271512,      -9.851625328,      -9.182470846
          0,           0,         356,       -9.72181759,      -9.842708303,      -9.851613865,      -9.182469272
          0,           0,         357,      -9.721816338,       -9.84270163,      -9.851602647,      -9.182467728
          0,           0,         358,       -9.72181511,      -9.842695099,      -9.851591669,      -9.182466214
          0,           0,         359,      -9.721813906,      -9.842688706,      -9.851580925,      -9.182464729
          0,           0,         360,      -9.721812725,      -9.842682449,       -9.85157041,      -9.182463274
          0,           0,         361,      -9.721811567,      -9.842676324,       -9.85156012,      -9.182461848
          0,           0,         362,      -9.721810432,       -9.84267033,       -9.85155005,      -9.182460451
          0,           0,         363,      -9.721809319,      -9.842664462,      -9.851540195,      -9.182459082
          0,           0,         364,      -9.721808227,      -9.842658718,       -9.85153055,      -9.182457742
          0,           0,         365,      -9.721807157,      -9.842653097,      -9.851521111,       -9.18245643
          0,           0,         366,      -9.721806108,      -9.842647594,      -9.851511874,      -9.182455145
          0,           0,         367,       -9.72180508,      -9.842642209,      -9.851502835,      -9.182453888
          0,           0,         368,      -9.721804072,      -9.842636937,      -9.851493988,      -9.182452658
          0,           0,         369,      -9.721803083,      -9.842631777,      -9.851485331,      -9.182451455
          0,           0,         370,      -9.721802115,      -9.842626727,      -9.851476858,      -9.182450279
          0,           0,         371,      -9.721801166,      -9.842621784,      -9.851468567,      -9.182449128
          0,           0,         372,      -9.721800236,      -9.842616946,      -9.851460452,      -9.182448004
          0,           0,         373,      -9.721799324,       -9.84261221,      -9.851452511,      -9.182446904
          0,           0,         374,      -9.721798431,      -9.842607575,       -9.85144474,       -9.18244583
          0,           0,         375,      -9.721797556,      -9.842603038,      -9.851437135,       -9.18244478
          0,           0,         376,      -9.721796698,      -9.842598598,      -9.851429692,      -9.182443755
          0,           0,         377,      -9.721795858,      -9.842594252,      -9.851422408,      -9.182442754
          0,           0,         378,      -9.721795035,      -9.842589998,       -9.85141528,      -9.182441776
          0,           0,         379,      -9.721794228,      -9.842585835,      -9.851408305,       -9.18244082
          0,           0,         380,      -9.721793438,       -9.84258176,      -9.851401478,      -9.182439888
          0,           0,         381,      -9.721792664,      -9.842577771,      -9.851394797,      -9.182438978
          0,           0,         382,      -9.721791905,      -9.842573867,       -9.85138826,       -9.18243809
          0,           0,         383,      -9.721791163,      -9.842570047,      -9.851381861,      -9.182437223
          0,           0,         384,      -9.721790435,      -9.842566307,        -9.8513756,      -9.182436377
          0,           0,         385,      -9.721789722,      -9.842562647,      -9.851369472,      -9.182435553
          0,           0,         386,      -9.721789024,      -9.842559064,      -9.851363476,      -9.182434748
          0,           0,         387,       -9.72178834,      -9.842555558,      -9.851357607,      -9.182433964
          0,           0,         388,      -9.721787671,      -9.842552127,      -9.851351864,      -9.182433199
          0,           0,         389,      -9.721787015,      -9.842548768,      -9.851346244,      -9.182432454
          0,           0,         390,      -9.721786373,      -9.842545481,      -9.851340743,      -9.182431728
          0,           0,         391,      -9.721785744,      -9.842542264,       -9.85133536,       -9.18243102
          0,           0,         392,      -9.721785128,      -9.842539115,      -9.851330093,       -9.18243033
          0,           0,         393,      -9.721784525,      -9.842536033,      -9.851324937,      -9.182429658
          0,           0,         394,      -9.721783935,      -9.842533017,      -9.851319892,      -9.182429004
          0,           0,         395,      -9.721783357,      -9.842530065,      -9.851314955,      -9.182428367
          0,           0,         396,      -9.721782791,      -9.842527176,      -9.851310123,      -9.182427746
          0,           0,         397,      -9.721782237,      -9.842524348,      -9.851305394,      -9.182427142
          0,           0,         398,      -9.721781694,      -9.842521581,      -9.851300767,      -9.182426554
          0,           0,         399,      -9.721781163,      -9.842518872,      -9.851296238,      -9.182425982
          0,           0,         400,      -9.721780643,      -9.842516221,      -9.851291806,      -9.182425426
          0,           0,         401,      -9.721780134,      -9.842513627,      -9.851287469,      -9.182424884
          0,           0,         402,      -9.721779636,      -9.842511088,      -9.851283224,      -9.182424357
          0,           0,         403,      -9.721779148,      -9.842508603,       -9.85127907,      -9.182423845
          0,           0,         404,      -9.721778671,      -9.842506171,      -9.851275004,      -9.182423347
          0,           0,         405,      -9.721778204,      -9.842503791,      -9.851271025,      -9.182422862
          0,           0,         406,      -9.721777746,      -9.842501462,      -9.851267132,      -9.182422391
          0,           0,         407,      -9.721777299,      -9.842499182,      -9.851263321,      -9.182421933
          0,           0,         408,      -9.721776861,      -9.842496951,      -9.851259592,      -9.182421488
          0,           0,         409,      -9.721776432,      -9.842494768,      -9.851255942,      -9.182421056
          0,           0,         410,      -9.721776012,      -9.842492631,       -9.85125237,      -9.182420636
          0,           0,         411,      -9.721775602,       -9.84249054,      -9.851248874,      -9.182420228
          0,           0,         412,        -9.7217752,      -9.842488493,      -9.851245453,      -9.182419831
          0,           0,         413,      -9.721774807,       -9.84248649,      -9.851242105,      -9.182419447
          0,           0,         414,      -9.721774422,       -9.84248453,      -9.851238828,      -9.182419073
          0,           0,         415,      -9.721774046,      -9.842482612,      -9.851235622,       -9.18241871
          0,           0,         416,      -9.721773678,      -9.842480734,      -9.851232483,      -9.182418358
          0,           0,         417,      -9.721773317,      -9.842478897,      -9.851229412,      -9.182418016
          0,           0,         418,      -9.721772965,      -9.842477099,      -9.851226406,      -9.182417684
          0,           0,         419,       -9.72177262,       -9.84247534,      -9.851223464,      -9.182417363
          0,           0,         420,      -9.721772282,      -9.842473618,      -9.851220585,       -9.18241705
          0,           0,         421,      -9.721771952,      -9.842471932,      -9.851217767,      -9.182416748
          0,           0,         422,      -9.721771629,      -9.842470283,      -9.851215009,      -9.182416454
          0,           0,         423,      -9.721771314,      -9.842468669,       -9.85121231,      -9.182416169
          0,           0,         424,      -9.721771004,       -9.84246709,      -9.851209669,      -9.182415893
          0,           0,         425,      -9.721770702,      -9.842465545,      -9.851207084,      -9.182415625
          0,           0,         426,      -9.721770406,      -9.842464032,      -9.851204553,      -9.182415366
          0,           0,         427,      -9.721770117,      -9.842462552,      -9.851202077,      -9.182415115
          0,           0,         428,      -9.721769834,      -9.842461103,      -9.851199654,      -9.182414871
          0,           0,         429,      -9.721769557,      -9.842459686,      -9.851197282,      -9.182414635
          0,           0,         430,      -9.721769287,      -9.842458299,      -9.851194961,      -9.182414406
          0,           0,         431,      -9.721769022,      -9.842456941,      -9.851192689,      -9.182414185
          0,           0,         432,      -9.721768763,      -9.842455613,      -9.851190465,      -9.182413971
          0,           0,         433,      -9.721768509,      -9.842454313,      -9.851188289,      -9.182413763
          0,           0,         434,      -9.721768262,      -9.842453041,      -9.851186159,      -9.182413562
          0,           0,         435,      -9.721768019,      -9.842451796,      -9.851184074,      -9.182413368
          0,           0,         436,      -9.721767782,      -9.842450578,      -9.851182034,      -9.182413179
          0,           0,         437,       -9.72176755,      -9.842449385,      -9.851180037,      -9.182412997
          0,           0,         438,      -9.721767324,      -9.842448219,      -9.851178083,      -9.182412821
          0,           0,         439,      -9.721767102,      -9.842447077,       -9.85117617,      -9.182412651
          0,           0,         440,      -9.721766885,       -9.84244596,      -9.851174298,      -9.182412486
          0,           0,         441,      -9.721766673,      -9.842444867,      -9.851172465,      -9.182412326
          0,           0,         442,      -9.721766465,      -9.842443797,      -9.851170672,      -9.182412172
          0,           0,         443,      -9.721766263,       -9.84244275,      -9.851168916,      -9.182412024
          0,           0,         444,      -9.721766064,      -9.842441726,      -9.851167198,       -9.18241188
          0,           0,         445,       -9.72176587,      -9.842440723,      -9.851165517,      -9.182411741
          0,           0,         446,       -9.72176568,      -9.842439742,      -9.851163871,      -9.182411607
          0,           0,         447,      -9.721765495,      -9.842438782,       -9.85116226,      -9.182411477
          0,           0,         448,      -9.721765314,      -9.842437843,      -9.851160683,      -9.182411352
          0,           0,         449,      -9.721765136,      -9.842436924,       -9.85115914,      -9.182411231
          0,           0,         450,      -9.721764963,      -9.842436024,       -9.85115763,      -9.182411114
          0,           0,         451,      -9.721764793,      -9.842435144,      -9.851156151,      -9.182411002
          0,           0,         452,      -9.721764628,      -9.842434283,      -9.851154704,      -9.182410893
          0,           0,         453,      -9.721764465,       -9.84243344,      -9.851153288,      -9.182410789
          0,           0,         454,      -9.721764307,      -9.842432615,      -9.851151902,      -9.182410688
          0,           0,         455,      -9.721764152,      -9.842431808,      -9.851150545,       -9.18241059
          0,           0,         456,      -9.721764001,      -9.842431018,      -9.851149216,      -9.182410497
          0,           0,         457,      -9.721763852,      -9.842430245,      -9.851147916,      -9.182410406
          0,           0,         458,      -9.721763708,      -9.842429489,      -9.851146644,      -9.182410319
          0,           0,         459,      -9.721763566,      -9.842428749,      -9.851145398,      -9.182410235
          0,           0,         460,      -9.721763428,      -9.842428025,      -9.851144179,      -9.182410155
          0,           0,         461,      -9.721763292,      -9.842427316,      -9.851142986,      -9.182410077
          0,           0,         462,       -9.72176316,      -9.842426623,      -9.851141818,      -9.182410002
          0,           0,         463,      -9.721763031,      -9.842425944,      -9.851140675,       -9.18240993
          0,           0,         464,      -9.721762904,       -9.84242528,      -9.851139556,      -9.182409861
          0,           0,         465,      -9.721762781,      -9.842424631,       -9.85113846,      -9.182409794
          0,           0,         466,       -9.72176266,      -9.842423995,      -9.851137388,       -9.18240973
          0,           0,         467,      -9.721762542,      -9.842423373,      -9.851136338,      -9.182409668
          0,           0,         468,      -9.721762426,      -9.842422764,      -9.851135311,      -9.182409609
          0,           0,         469,      -9.721762313,      -9.842422168,      -9.851134305,      -9.182409553
          0,           0,         470,      -9.721762203,      -9.842421586,      -9.851133321,      -9.182409498
          0,           0,         471,      -9.721762095,      -9.842421015,      -9.851132357,      -9.182409446
          0,           0,         472,      -9.721761989,      -9.842420457,      -9.851131414,      -9.182409395
          0,           0,         473,      -9.721761886,      -9.842419911,      -9.851130491,      -9.182409347
          0,           0,         474,      -9.721761785,      -9.842419376,      -9.851129587,      -9.182409301
          0,           0,         475,      -9.721761687,      -9.842418854,      -9.851128702,      -9.182409257
          0,           0,         476,       -9.72176159,      -9.842418342,      -9.851127836,      -9.182409214
          0,           0,         477,      -9.721761496,      -9.842417841,      -9.851126989,      -9.182409173
          0,           0,         478,      -9.721761404,      -9.842417351,      -9.851126159,      -9.182409134
          0,           0,         479,      -9.721761314,      -9.842416872,      -9.851125346,      -9.182409097
          0,           0,         480,      -9.721761226,      -9.842416402,      -9.851124551,      -9.182409062
          0,           0,         481,       -9.72176114,      -9.842415943,      -9.851123773,      -9.182409027
          0,           0,         482,      -9.721761056,      -9.842415494,      -9.851123011,      -9.182408995
          0,           0,         483,      -9.721760974,      -9.842415054,      -9.851122265,      -9.182408964
          0,           0,         484,      -9.721760893,      -9.842414624,      -9.851121535,      -9.182408934
          0,           0,         485,      -9.721760815,      -9.842414203,       -9.85112082,      -9.182408906
          0,           0,         486,      -9.721760738,      -9.842413792,       -9.85112012,      -9.182408879
          0,           0,         487,      -9.721760663,      -9.842413388,      -9.851119435,      -9.182408853
          0,           0,         488,       -9.72176059,      -9.842412994,      -9.851118764,      -9.182408828
          0,           0,         489,      -9.721760518,      -9.842412608,      -9.851118108,      -9.182408805
          0,           0,         490,      -9.721760448,       -9.84241223,      -9.851117465,      -9.182408783
          0,           0,         491,      -9.721760379,      -9.842411861,      -9.851116836,      -9.182408761
          0,           0,         492,      -9.721760312,      -9.842411499,       -9.85111622,      -9.182408741
          0,           0,         493,      -9.721760247,      -9.842411145,      -9.851115617,      -9.182408722
          0,           0,         494,      -9.721760183,      -9.842410799,      -9.851115027,      -9.182408704
          0,           0,         495,       -9.72176012,       -9.84241046,      -9.851114449,      -9.182408687
          0,           0,         496,      -9.721760059,      -9.842410129,      -9.851113883,      -9.182408671
          0,           0,         497,      -9.721759999,      -9.842409804,      -9.851113329,      -9.182408655
          0,           0,         498,      -9.721759941,      -9.842409487,      -9.851112787,      -9.182408641
          0,           0,         499,      -9.721759884,      -9.842409176,      -9.851112256,      -9.182408627
          0,           0,         500,      -9.721759828,      -9.842408872,      -9.851111737,      -9.182408614
          0,           0,         501,      -9.721759773,      -9.842408575,      -9.851111228,      -9.182408602
          0,           0,         502,       -9.72175972,      -9.842408284,       -9.85111073,       -9.18240859
          0,           0,         503,      -9.721759668,      -9.842407999,      -9.851110242,      -9.182408579
          0,           0,         504,      -9.721759617,       -9.84240772,      -9.851109765,      -9.182408569
          0,           0,         505,      -9.721759567,      -9.842407447,      -9.851109298,      -9.182408559
          0,           0,         506,      -9.721759518,       -9.84240718,       -9.85110884,      -9.182408551
          0,           0,         507,      -9.721759471,      -9.842406919,      -9.851108392,      -9.182408542
          0,           0,         508,      -9.721759424,      -9.842406664,      -9.851107954,      -9.182408534
          0,           0,         509,      -9.721759379,      -9.842406414,      -9.851107524,      -9.182408527
          0,           0,         510,      -9.721759334,      -9.842406169,      -9.851107104,      -9.182408521
          0,           0,         511,      -9.721759291,      -9.842405929,      -9.851106692,      -9.182408514
          0,           0,         512,      -9.721759248,      -9.842405695,      -9.851106289,      -9.182408509
          0,           0,         513,      -9.721759207,      -9.842405466,      -9.851105895,      -9.182408503
          0,           0,         514,      -9.721759166,      -9.842405241,      -9.851105508,      -9.182408499
          0,           0,         515,      -9.721759126,      -9.842405022,       -9.85110513,      -9.182408494
          0,           0,         516,      -9.721759087,      -9.842404807,       -9.85110476,       -9.18240849
          0,           0,         517,      -9.721759049,      -9.842404596,      -9.851104397,      -9.182408486
          0,           0,         518,      -9.721759012,      -9.842404391,      -9.851104042,      -9.182408483
          0,           0,         519,      -9.721758976,      -9.842404189,      -9.851103695,       -9.18240848
          0,           0,         520,      -9.721758941,      -9.842403992,      -9.851103355,      -9.182408478
          0,           0,         521,      -9.721758906,      -9.842403799,      -9.851103022,      -9.182408476
          0,           0,         522,      -9.721758872,      -9.842403611,      -9.851102695,      -9.182408474
          0,           0,         523,      -9.721758839,      -9.842403426,      -9.851102376,      -9.182408472
          0,           0,         524,      -9.721758807,      -9.842403245,      -9.851102063,      -9.182408471
          0,           0,         525,      -9.721758775,      -9.842403068,      -9.851101757,      -9.182408469
          0,           0,         526,      -9.721758744,      -9.842402895,      -9.851101457,      -9.182408469
          0,           0,         527,      -9.721758714,      -9.842402726,      -9.851101164,      -9.182408468
          0,           0,         528,      -9.721758684,       -9.84240256,      -9.851100876,      -9.182408468
          0,           0,         529,      -9.721758655,      -9.842402398,      -9.851100595,      -9.182408467
          0,           0,         530,      -9.721758627,      -9.842402239,      -9.851100319,      -9.182408468
          0,           0,         531,      -9.721758599,      -9.842402084,       -9.85110005,      -9.182408468
          0,           0,         532,      -9.721758572,      -9.842401932,      -9.851099786,      -9.182408468
          0,           0,         533,      -9.721758546,      -9.842401783,      -9.851099527,      -9.182408469
          0,           0,         534,       -9.72175852,      -9.842401637,      -9.851099274,       -9.18240847
          0,           0,         535,      -9.721758495,      -9.842401495,      -9.851099026,      -9.182408471
          0,           0,         536,       -9.72175847,      -9.842401355,      -9.851098783,      -9.182408472
          0,           0,         537,      -9.721758446,      -9.842401219,      -9.851098545,      -9.182408473
          0,           0,         538,      -9.721758423,      -9.842401085,      -9.851098312,      -9.182408474
          0,           0,         539,        -9.7217584,      -9.842400955,      -9.851098084,      -9.182408476
          0,           0,         540,      -9.721758377,      -9.842400827,      -9.851097861,      -9.182408477
          0,           0,         541,      -9.721758355,      -9.842400702,      -9.851097642,      -9.182408479
          0,           0,         542,      -9.721758333,      -9.842400579,      -9.851097428,      -9.182408481
          0,           0,         543,      -9.721758312,      -9.842400459,      -9.851097219,      -9.182408483
          0,           0,         544,      -9.721758292,      -9.842400342,      -9.851097014,      -9.182408485
          0,           0,         545,      -9.721758272,      -9.842400227,      -9.851096813,      -9.182408487
          0,           0,         546,      -9.721758252,      -9.842400115,      -9.851096616,      -9.182408489
          0,           0,         547,      -9.721758233,      -9.842400005,      -9.851096423,      -9.182408491
          0,           0,         548,      -9.721758214,      -9.842399897,      -9.851096234,      -9.182408493
          0,           0,         549,      -9.721758195,      -9.842399792,       -9.85109605,      -9.182408496
          0,           0,         550,      -9.721758177,      -9.842399689,      -9.851095869,      -9.182408498
          0,           0,         551,       -9.72175816,      -9.842399588,      -9.851095692,      -9.182408501
          0,           0,         552,      -9.721758143,      -9.842399489,      -9.851095518,      -9.182408503
          0,           0,         553,      -9.721758126,      -9.842399393,      -9.851095348,      -9.182408506
          0,           0,         554,      -9.721758109,      -9.842399298,      -9.851095182,      -9.182408508
          0,           0,         555,      -9.721758093,      -9.842399206,      -9.851095019,      -9.182408511
          0,           0,         556,      -9.721758077,      -9.842399115,      -9.851094859,      -9.182408514
          0,           0,         557,      -9.721758062,      -9.842399026,      -9.851094703,      -9.182408516
          0,           0,         558,      -9.721758047,       -9.84239894,       -9.85109455,      -9.182408519
          0,           0,         559,      -9.721758032,      -9.842398855,        -9.8510944,      -9.182408522
          0,           0,         560,      -9.721758018,      -9.842398772,      -9.851094253,      -9.182408525
          0,           0,         561,      -9.721758004,       -9.84239869,       -9.85109411,      -9.182408527
          0,           0,         562,       -9.72175799,      -9.842398611,      -9.851093969,       -9.18240853
          0,           0,         563,      -9.721757977,      -9.842398533,      -9.851093831,      -9.182408533
          0,           0,         564,      -9.721757963,      -9.842398456,      -9.851093696,      -9.182408536
          0,           0,         565,      -9.721757951,      -9.842398382,      -9.851093564,      -9.182408539
          0,           0,         566,      -9.721757938,      -9.842398309,      -9.851093435,      -9.182408542
          0,           0,         567,      -9.721757926,      -9.842398237,      -9.851093308,      -9.182408544
          0,           0,         568,      -9.721757914,      -9.842398167,      -9.851093184,      -9.182408547
          0,           0,         569,      -9.721757902,      -9.842398099,      -9.851093062,       -9.18240855
          0,           0,         570,       -9.72175789,      -9.842398032,      -9.851092943,      -9.182408553
          0,           0,         571,      -9.721757879,      -9.842397966,      -9.851092827,      -9.182408556
          0,           0,         572,      -9.721757868,      -9.842397902,      -9.851092712,      -9.182408558
          0,           0,         573,      -9.721757857,      -9.842397839,      -9.851092601,      -9.182408561
          0,           0,         574,      -9.721757847,      -9.842397778,      -9.851092491,      -9.182408564
          0,           0,         575,      -9.721757836,      -9.842397717,      -9.851092384,      -9.182408567
          0,           0,         576,      -9.721757826,      -9.842397658,      -9.851092279,       -9.18240857
          0,           0,         577,      -9.721757816,      -9.842397601,      -9.851092176,      -9.182408572
          0,           0,         578,      -9.721757807,      -9.842397544,      -9.851092075,      -9.182408575
          0,           0,         579,      -9.721757797,      -9.842397489,      -9.851091977,      -9.182408578
          0,           0,         580,      -9.721757788,      -9.842397435,       -9.85109188,       -9.18240858
          0,           0,         581,      -9.721757779,      -9.842397382,      -9.851091785,      -9.182408583
          0,           0,         582,       -9.72175777,       -9.84239733,      -9.851091693,      -9.182408586
          0,           0,         583,      -9.721757762,      -9.842397279,      -9.851091602,      -9.182408588
          0,           0,         584,      -9.721757753,       -9.84239723,      -9.851091513,      -9.182408591
          0,           0,         585,      -9.721757745,      -9.842397181,      -9.851091426,      -9.182408594
          0,           0,         586,      -9.721757737,      -9.842397134,      -9.851091341,      -9.182408596
          0,           0,         587,      -9.721757729,      -9.842397087,      -9.851091257,      -9.182408599
          0,           0,         588,      -9.721757721,      -9.842397041,      -9.851091175,      -9.182408601
          0,           0,         589,      -9.721757714,      -9.842396997,      -9.851091095,      -9.182408604
          0,           0,         590,      -9.721757706,      -9.842396953,      -9.851091017,      -9.182408606
          0,           0,         591,      -9.721757699,       -9.84239691,       -9.85109094,      -9.182408608
          0,           0,         592,      -9.721757692,      -9.842396869,      -9.851090865,      -9.182408611
          0,           0,         593,      -9.721757685,      -9.842396828,      -9.851090791,      -9.182408613
          0,           0,         594,      -9.721757678,      -9.842396788,      -9.851090719,      -9.182408616
          0,           0,         595,      -9.721757672,      -9.842396748,      -9.851090648,      -9.182408618
          0,           0,         596,      -9.721757665,       -9.84239671,      -9.851090579,       -9.18240862
          0,           0,         597,      -9.721757659,      -9.842396672,      -9.851090511,      -9.182408622
          0,           0,         598,      -9.721757653,      -9.842396635,      -9.851090444,      -9.182408625
          0,           0,         599,      -9.721757646,      -9.842396599,      -9.851090379,      -9.182408627
          0,           0,         600,      -9.721757641,      -9.842396564,      -9.851090316,      -9.182408629
          0,           0,         601,      -9.721757635,       -9.84239653,      -9.851090253,      -9.182408631
          0,           0,         602,      -9.721757629,      -9.842396496,      -9.851090192,      -9.182408633
          0,           0,         603,      -9.721757623,      -9.842396463,      -9.851090132,      -9.182408635
          0,           0,         604,      -9.721757618,       -9.84239643,      -9.851090074,      -9.182408637
          0,           0,         605,      -9.721757613,      -9.842396399,      -9.851090016,      -9.182408639
          0,           0,         606,      -9.721757607,      -9.842396368,       -9.85108996,      -9.182408641
          0,           0,         607,      -9.721757602,      -9.842396337,      -9.851089905,      -9.182408643
          0,           0,         608,      -9.721757597,      -9.842396307,      -9.851089851,      -9.182408645
          0,           0,         609,      -9.721757592,      -9.842396278,      -9.851089798,      -9.182408647
          0,           0,         610,      -9.721757588,       -9.84239625,      -9.851089746,      -9.182408649
          0,           0,         611,      -9.721757583,      -9.842396222,      -9.851089695,      -9.182408651
          0,           0,         612,      -9.721757578,      -9.842396195,      -9.851089646,      -9.182408653
          0,           0,         613,      -9.721757574,      -9.842396168,      -9.851089597,      -9.182408655
          0,           0,         614,       -9.72175757,      -9.842396142,      -9.851089549,      -9.182408656
          0,           0,         615,      -9.721757565,      -9.842396116,      -9.851089503,      -9.182408658
          0,           0,         616,      -9.721757561,      -9.842396091,      -9.851089457,       -9.18240866
          0,           0,         617,      -9.721757557,      -9.842396066,      -9.851089412,      -9.182408662
          0,           0,         618,      -9.721757553,      -9.842396042,      -9.851089368,      -9.182408663
          0,           0,         619,      -9.721757549,      -9.842396019,      -9.851089325,      -9.182408665
          0,           0,         620,      -9.721757545,      -9.842395996,      -9.851089283,      -9.182408666
          0,           0,         621,      -9.721757541,      -9.842395973,      -9.851089242,      -9.182408668
          0,           0,         622,      -9.721757538,      -9.842395951,      -9.851089201,       -9.18240867
          0,           0,         623,      -9.721757534,      -9.842395929,      -9.851089162,      -9.182408671
          0,           0,         624,      -9.721757531,      -9.842395908,      -9.851089123,      -9.182408673
          0,           0,         625,      -9.721757527,      -9.842395888,      -9.851089085,      -9.182408674
          0,           0,         626,      -9.721757524,      -9.842395867,      -9.851089048,      -9.182408675
          0,           0,         627,       -9.72175752,      -9.842395847,      -9.851089011,      -9.182408677
          0,           0,         628,      -9.721757517,      -9.842395828,      -9.851088976,      -9.182408678
          0,           0,         629,      -9.721757514,      -9.842395809,      -9.851088941,       -9.18240868
          0,           0,         630,      -9.721757511,       -9.84239579,      -9.851088907,      -9.182408681
          0,           0,         631,      -9.721757508,      -9.842395772,      -9.851088873,      -9.182408682
          0,           0,         632,      -9.721757505,      -9.842395754,       -9.85108884,      -9.182408684
          0,           0,         633,      -9.721757502,      -9.842395737,      -9.851088808,      -9.182408685
          0,           0,         634,      -9.721757499,       -9.84239572,      -9.851088776,      -9.182408686
          0,           0,         635,      -9.721757496,      -9.842395703,      -9.851088746,      -9.182408687
          0,           0,         636,      -9.721757494,      -9.842395686,      -9.851088715,      -9.182408689
          0,           0,         637,      -9.721757491,       -9.84239567,      -9.851088686,       -9.18240869
          0,           0,         638,      -9.721757488,      -9.842395655,      -9.851088657,      -9.182408691
          0,           0,         639,      -9.721757486,      -9.842395639,      -9.851088628,      -9.182408692
          0,           0,         640,      -9.721757483,      -9.842395624,        -9.8510886,      -9.182408693
          0,           0,         641,      -9.721757481,      -9.842395609,      -9.851088573,      -9.182408694
          0,           0,         642,      -9.721757478,      -9.842395595,      -9.851088546,      -9.182408695
          0,           0,         643,      -9.721757476,      -9.842395581,       -9.85108852,      -9.182408696
          0,           0,         644,      -9.721757474,      -9.842395567,      -9.851088495,      -9.182408698
          0,           0,         645,      -9.721757471,      -9.842395553,      -9.851088469,      -9.182408699
          0,           0,         646,      -9.721757469,       -9.84239554,      -9.851088445,        -9.1824087
          0,           0,         647,      -9.721757467,      -9.842395527,      -9.851088421,      -9.182408701
          0,           0,         648,      -9.721757465,      -9.842395514,      -9.851088397,      -9.182408701
          0,           0,         649,      -9.721757463,      -9.842395502,      -9.851088374,      -9.182408702
          0,           0,         650,      -9.721757461,      -9.842395489,      -9.851088351,      -9.182408703
          0,           0,         651,      -9.721757459,      -9.842395477,      -9.851088329,      -9.182408704
          0,           0,         652,      -9.721757457,      -9.842395466,      -9.851088307,      -9.182408705
          0,           0,         653,      -9.721757455,      -9.842395454,      -9.851088286,      -9.182408706
          0,           0,         654,      -9.721757453,      -9.842395443,      -9.851088265,      -9.182408707
          0,           0,         655,      -9.721757451,      -9.842395432,      -9.851088245,      -9.182408708
          0,           0,         656,       -9.72175745,      -9.842395421,      -9.851088225,      -9.182408709
          0,           0,         657,      -9.721757448,      -9.842395411,      -9.851088205,      -9.182408709
          0,           0,         658,      -9.721757446,        -9.8423954,      -9.851088186,       -9.18240871
          0,           0,         659,      -9.721757444,       -9.84239539,      -9.851088167,      -9.182408711
          0,           0,         660,      -9.721757443,       -9.84239538,      -9.851088148,      -9.182408712
          0,           0,         661,      -9.721757441,      -9.842395371,       -9.85108813,      -9.182408712
          0,           0,         662,       -9.72175744,      -9.842395361,      -9.851088113,      -9.182408713
          0,           0,         663,      -9.721757438,      -9.842395352,      -9.851088095,      -9.182408714
          0,           0,         664,      -9.721757437,      -9.842395343,      -9.851088078,      -9.182408715
          0,           0,         665,      -9.721757435,      -9.842395334,      -9.851088062,      -9.182408715
          0,           0,         666,      -9.721757434,      -9.842395325,      -9.851088045,      -9.182408716
          0,           0,         667,      -9.721757432,      -9.842395317,      -9.851088029,      -9.182408717
          0,           0,         668,      -9.721757431,      -9.842395308,      -9.851088014,      -9.182408717
