"Density","Grid_Velocity:0","Grid_Velocity:1","Grid_Velocity:2","Heat_Capacity","Heat_Flux","Laminar_Viscosity","Pressure","Pressure_Coefficient","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Thermal_Conductivity","Velocity:0","Velocity:1","Velocity:2","Y_Plus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7177e-07,-nan(ind),-nan(ind),1e+38,-nan(ind),0.023945,3.0749e-08,-3.0694e-11,0.0014069,0.13831,,1e-05,0,0.00101,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7178e-07,-nan(ind),-nan(ind),1e+38,-nan(ind),0.023945,3.3824e-08,-3.3763e-11,0.0015475,0.13506,,1.1e-05,0,0.001011,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7179e-07,-nan(ind),-nan(ind),1e+38,-nan(ind),0.023945,3.6899e-08,-3.6833e-11,0.0016882,0.13182,,1.2e-05,0,0.001012,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7179e-07,-nan(ind),-nan(ind),1e+38,-nan(ind),0.023945,3.9974e-08,-3.9902e-11,0.0018289,0.12858,,1.3e-05,0,0.001013,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.718e-07,-nan(ind),-nan(ind),1e+38,-nan(ind),0.023945,4.3049e-08,-4.2972e-11,0.0019696,0.12533,,1.4e-05,0,0.001014,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7181e-07,-nan(ind),-nan(ind),1e+38,-nan(ind),0.023945,4.6124e-08,-4.6041e-11,0.0021103,0.12209,,1.5e-05,0,0.001015,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7181e-07,-nan(ind),-nan(ind),1e+38,-nan(ind),0.023945,4.9199e-08,-4.9111e-11,0.002251,0.11884,,1.6e-05,0,0.001016,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7182e-07,-nan(ind),-nan(ind),1e+38,-nan(ind),0.023945,5.2273e-08,-5.218e-11,0.0023917,0.1156,,1.7e-05,0,0.001017,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7183e-07,-nan(ind),-nan(ind),1e+38,-nan(ind),0.023945,5.5348e-08,-5.5249e-11,0.0025324,0.11235,,1.8e-05,0,0.001018,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7183e-07,-nan(ind),-nan(ind),1e+38,-nan(ind),0.023945,5.8423e-08,-5.8319e-11,0.002673,0.10911,,1.9e-05,0,0.001019,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7184e-07,-nan(ind),-nan(ind),1e+38,-nan(ind),0.023945,6.1498e-08,-6.1388e-11,0.0028137,0.10587,,2e-05,0,0.00102,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7185e-07,-nan(ind),-nan(ind),1e+38,-nan(ind),0.023945,6.4573e-08,-6.4458e-11,0.0029544,0.10262,,2.1e-05,0,0.001021,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7185e-07,-nan(ind),-nan(ind),1e+38,-nan(ind),0.023945,6.7648e-08,-6.7527e-11,0.0030951,0.099377,,2.2e-05,0,0.001022,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7186e-07,-nan(ind),-nan(ind),1e+38,-nan(ind),0.023945,7.0723e-08,-7.0597e-11,0.0032358,0.096132,,2.3e-05,0,0.001023,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7187e-07,-nan(ind),-nan(ind),1e+38,-nan(ind),0.023945,7.3798e-08,-7.3666e-11,0.0033765,0.092888,,2.4e-05,0,0.001024,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7187e-07,-nan(ind),-nan(ind),1e+38,-nan(ind),0.023945,7.6873e-08,-7.6735e-11,0.0035172,0.089644,,2.5e-05,0,0.001025,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7188e-07,-nan(ind),-nan(ind),1e+38,-nan(ind),0.023945,7.9948e-08,-7.9805e-11,0.0036578,0.0864,,2.6e-05,0,0.001026,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7189e-07,-nan(ind),-nan(ind),1e+38,-nan(ind),0.023945,8.3022e-08,-8.2874e-11,0.0037985,0.083156,,2.7e-05,0,0.001027,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7189e-07,-nan(ind),-nan(ind),1e+38,-nan(ind),0.023945,8.6097e-08,-8.5943e-11,0.0039392,0.079911,,2.8e-05,0,0.001028,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.719e-07,-nan(ind),-nan(ind),1e+38,-nan(ind),0.023945,8.9172e-08,-8.9013e-11,0.0040799,0.076667,,2.9e-05,0,0.001029,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.719e-07,-nan(ind),-nan(ind),1e+38,-nan(ind),0.023945,9.2247e-08,-9.2082e-11,0.0042206,0.073423,,3e-05,0,0.00103,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7191e-07,-nan(ind),-nan(ind),1e+38,-nan(ind),0.023945,9.5322e-08,-9.5152e-11,0.0043613,0.070178,,3.1e-05,0,0.001031,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7192e-07,-nan(ind),-nan(ind),1e+38,-nan(ind),0.023945,9.8397e-08,-9.8221e-11,0.004502,0.066934,,3.2e-05,0,0.001032,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7192e-07,-nan(ind),-nan(ind),1e+38,-nan(ind),0.023945,1.0147e-07,-1.0129e-10,0.0046427,0.06369,,3.3e-05,0,0.001033,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7193e-07,-nan(ind),-nan(ind),1e+38,-nan(ind),0.023945,1.0455e-07,-1.0436e-10,0.0047833,0.060446,,3.4e-05,0,0.001034,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7194e-07,-nan(ind),-nan(ind),1e+38,-nan(ind),0.023945,1.0762e-07,-1.0743e-10,0.004924,0.057201,,3.5e-05,0,0.001035,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7194e-07,-nan(ind),-nan(ind),1e+38,-nan(ind),0.023945,1.107e-07,-1.105e-10,0.0050647,0.053957,,3.6e-05,0,0.001036,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7195e-07,-nan(ind),-nan(ind),1e+38,-nan(ind),0.023945,1.1377e-07,-1.1357e-10,0.0052054,0.050713,,3.7e-05,0,0.001037,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7196e-07,-nan(ind),-nan(ind),1e+38,-nan(ind),0.023945,1.1685e-07,-1.1664e-10,0.0053461,0.047468,,3.8e-05,0,0.001038,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7196e-07,-nan(ind),-nan(ind),1e+38,-nan(ind),0.023945,1.1992e-07,-1.1971e-10,0.0054868,0.044225,,3.9e-05,0,0.001039,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7197e-07,-nan(ind),-nan(ind),1e+38,-nan(ind),0.023945,1.23e-07,-1.2278e-10,0.0056275,0.04098,,4e-05,0,0.00104,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7198e-07,-nan(ind),-nan(ind),1e+38,-nan(ind),0.023945,1.2607e-07,-1.2585e-10,0.0057681,0.037736,,4.1e-05,0,0.001041,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7198e-07,-nan(ind),-nan(ind),1e+38,-nan(ind),0.023945,1.2915e-07,-1.2892e-10,0.0059088,0.034492,,4.2e-05,0,0.001042,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7199e-07,-nan(ind),-nan(ind),1e+38,-nan(ind),0.023945,1.3222e-07,-1.3198e-10,0.0060495,0.031247,,4.3e-05,0,0.001043,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.72e-07,-nan(ind),-nan(ind),1e+38,-nan(ind),0.023945,1.353e-07,-1.3505e-10,0.0061902,0.028003,,4.4e-05,0,0.001044,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.72e-07,-nan(ind),-nan(ind),1e+38,-nan(ind),0.023945,1.3837e-07,-1.3812e-10,0.0063309,0.024759,,4.5e-05,0,0.001045,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7201e-07,-nan(ind),-nan(ind),1e+38,-nan(ind),0.023945,1.4145e-07,-1.4119e-10,0.0064716,0.021515,,4.6e-05,0,0.001046,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7201e-07,-nan(ind),-nan(ind),1e+38,-nan(ind),0.023945,1.4452e-07,-1.4426e-10,0.0066123,0.01827,,4.7e-05,0,0.001047,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7202e-07,-nan(ind),-nan(ind),1e+38,-nan(ind),0.023945,1.476e-07,-1.4733e-10,0.006753,0.015026,,4.8e-05,0,0.001048,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7203e-07,-nan(ind),-nan(ind),1e+38,-nan(ind),0.023945,1.5067e-07,-1.504e-10,0.0068936,0.011782,,4.9e-05,0,0.001049,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7203e-07,-nan(ind),-nan(ind),1e+38,-nan(ind),0.023945,1.5375e-07,-1.5347e-10,0.0070343,0.0085375,,5e-05,0,0.00105,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7204e-07,-nan(ind),-nan(ind),1e+38,-nan(ind),0.023945,1.5682e-07,-1.5654e-10,0.007175,0.0052932,,5.1e-05,0,0.001051,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7205e-07,-nan(ind),-nan(ind),1e+38,-nan(ind),0.023945,1.599e-07,-1.5961e-10,0.0073157,0.0020489,,5.2e-05,0,0.001052,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7205e-07,-nan(ind),0,0,0,0.023945,1.6277e-07,-1.6686e-10,0.0074538,0,,5.3e-05,0,0.001053,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7206e-07,-nan(ind),0,0,0,0.023945,1.6529e-07,-1.8129e-10,0.0075875,0,,5.4e-05,0,0.001054,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7206e-07,-nan(ind),0,0,0,0.023945,1.6782e-07,-1.9572e-10,0.0077213,0,,5.5e-05,0,0.001055,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7207e-07,-nan(ind),0,0,0,0.023945,1.7034e-07,-2.1015e-10,0.007855,0,,5.6e-05,0,0.001056,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7207e-07,-nan(ind),0,0,0,0.023945,1.7287e-07,-2.2458e-10,0.0079887,0,,5.7e-05,0,0.001057,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7207e-07,-nan(ind),0,0,0,0.023945,1.7539e-07,-2.3901e-10,0.0081225,0,,5.8e-05,0,0.001058,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7208e-07,-nan(ind),0,0,0,0.023945,1.7792e-07,-2.5344e-10,0.0082562,0,,5.9e-05,0,0.001059,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7208e-07,-nan(ind),0,0,0,0.023945,1.8044e-07,-2.6787e-10,0.0083899,0,,6e-05,0,0.00106,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7209e-07,-nan(ind),0,0,0,0.023945,1.8297e-07,-2.823e-10,0.0085237,0,,6.1e-05,0,0.001061,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7209e-07,-nan(ind),0,0,0,0.023945,1.8549e-07,-2.9673e-10,0.0086574,0,,6.2e-05,0,0.001062,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7209e-07,-nan(ind),0,0,0,0.023945,1.8802e-07,-3.1116e-10,0.0087911,0,,6.3e-05,0,0.001063,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.721e-07,-nan(ind),0,0,0,0.023945,1.9054e-07,-3.2559e-10,0.0089249,0,,6.4e-05,0,0.001064,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.721e-07,-nan(ind),0,0,0,0.023945,1.9307e-07,-3.4003e-10,0.0090586,0,,6.5e-05,0,0.001065,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7211e-07,-nan(ind),0,0,0,0.023945,1.956e-07,-3.5446e-10,0.0091923,0,,6.6e-05,0,0.001066,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7211e-07,-nan(ind),0,0,0,0.023945,1.9812e-07,-3.6889e-10,0.0093261,0,,6.7e-05,0,0.001067,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7211e-07,-nan(ind),0,0,0,0.023945,2.0065e-07,-3.8332e-10,0.0094598,0,,6.8e-05,0,0.001068,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7212e-07,-nan(ind),0,0,0,0.023945,2.0317e-07,-3.9775e-10,0.0095935,0,,6.9e-05,0,0.001069,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7212e-07,-nan(ind),0,0,0,0.023945,2.057e-07,-4.1217e-10,0.0097272,0,,7e-05,0,0.00107,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7213e-07,-nan(ind),0,0,0,0.023945,2.0822e-07,-4.266e-10,0.009861,0,,7.1e-05,0,0.001071,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7213e-07,-nan(ind),0,0,0,0.023945,2.1075e-07,-4.4103e-10,0.0099947,0,,7.2e-05,0,0.001072,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7214e-07,-nan(ind),0,0,0,0.023945,2.1327e-07,-4.5546e-10,0.010128,0,,7.3e-05,0,0.001073,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7214e-07,-nan(ind),0,0,0,0.023945,2.158e-07,-4.6989e-10,0.010262,0,,7.4e-05,0,0.001074,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7214e-07,-nan(ind),0,0,0,0.023945,2.1832e-07,-4.8433e-10,0.010396,0,,7.5e-05,0,0.001075,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7215e-07,-nan(ind),0,0,0,0.023945,2.2085e-07,-4.9876e-10,0.01053,0,,7.6e-05,0,0.001076,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7215e-07,-nan(ind),0,0,0,0.023945,2.2337e-07,-5.1319e-10,0.010663,0,,7.7e-05,0,0.001077,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7216e-07,-nan(ind),0,0,0,0.023945,2.259e-07,-5.2762e-10,0.010797,0,,7.8e-05,0,0.001078,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7216e-07,-nan(ind),0,0,0,0.023945,2.2842e-07,-5.4205e-10,0.010931,0,,7.9e-05,0,0.001079,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7216e-07,-nan(ind),0,0,0,0.023945,2.3095e-07,-5.5648e-10,0.011065,0,,8e-05,0,0.00108,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7217e-07,-nan(ind),0,0,0,0.023945,2.3347e-07,-5.7091e-10,0.011198,0,,8.1e-05,0,0.001081,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7217e-07,-nan(ind),0,0,0,0.023945,2.36e-07,-5.8534e-10,0.011332,0,,8.2e-05,0,0.001082,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7218e-07,-nan(ind),0,0,0,0.023945,2.3852e-07,-5.9977e-10,0.011466,0,,8.3e-05,0,0.001083,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7218e-07,-nan(ind),0,0,0,0.023945,2.4105e-07,-6.142e-10,0.011599,0,,8.4e-05,0,0.001084,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7218e-07,-nan(ind),0,0,0,0.023945,2.4357e-07,-6.2863e-10,0.011733,0,,8.5e-05,0,0.001085,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7219e-07,-nan(ind),0,0,0,0.023945,2.461e-07,-6.4306e-10,0.011867,0,,8.6e-05,0,0.001086,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7219e-07,-nan(ind),0,0,0,0.023945,2.4862e-07,-6.5749e-10,0.012001,0,,8.7e-05,0,0.001087,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.722e-07,-nan(ind),0,0,0,0.023945,2.5115e-07,-6.7192e-10,0.012134,0,,8.8e-05,0,0.001088,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.722e-07,-nan(ind),0,0,0,0.023945,2.5367e-07,-6.8635e-10,0.012268,0,,8.9e-05,0,0.001089,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7221e-07,-nan(ind),0,0,0,0.023945,2.562e-07,-7.0078e-10,0.012402,0,,9e-05,0,0.00109,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7221e-07,-nan(ind),0,0,0,0.023945,2.5872e-07,-7.1521e-10,0.012536,0,,9.1e-05,0,0.001091,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7221e-07,-nan(ind),0,0,0,0.023945,2.6125e-07,-7.2964e-10,0.012669,0,,9.2e-05,0,0.001092,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7222e-07,-nan(ind),0,0,0,0.023945,2.6378e-07,-7.4407e-10,0.012803,0,,9.3e-05,0,0.001093,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7222e-07,-nan(ind),0,0,0,0.023945,2.663e-07,-7.585e-10,0.012937,0,,9.4e-05,0,0.001094,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7223e-07,-nan(ind),0,0,0,0.023945,2.6883e-07,-7.7293e-10,0.013071,0,,9.5e-05,0,0.001095,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7223e-07,-nan(ind),0,0,0,0.023945,2.7135e-07,-7.8736e-10,0.013204,0,,9.6e-05,0,0.001096,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7223e-07,-nan(ind),0,0,0,0.023945,2.7388e-07,-8.0179e-10,0.013338,0,,9.7e-05,0,0.001097,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7224e-07,-nan(ind),0,0,0,0.023945,2.764e-07,-8.1622e-10,0.013472,0,,9.8e-05,0,0.001098,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7224e-07,-nan(ind),0,0,0,0.023945,2.7893e-07,-8.3065e-10,0.013605,0,,9.9e-05,0,0.001099,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7225e-07,-nan(ind),0,0,0,0.023945,2.8145e-07,-8.4508e-10,0.013739,0,,0.0001,0,0.0011,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7225e-07,-nan(ind),0,0,0,0.023945,2.8398e-07,-8.5951e-10,0.013873,0,,0.000101,0,0.001101,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7225e-07,-nan(ind),0,0,0,0.023945,2.865e-07,-8.7394e-10,0.014007,0,,0.000102,0,0.001102,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7226e-07,-nan(ind),0,0,0,0.023945,2.8903e-07,-8.8837e-10,0.01414,0,,0.000103,0,0.001103,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7226e-07,-nan(ind),0,0,0,0.023945,2.9155e-07,-9.028e-10,0.014274,0,,0.000104,0,0.001104,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7227e-07,-nan(ind),0,0,0,0.023945,2.9408e-07,-9.1723e-10,0.014408,0,,0.000105,0,0.001105,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7227e-07,-nan(ind),0,0,0,0.023945,2.9625e-07,-9.345e-10,0.014537,0,,0.000106,0,0.001106,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7227e-07,-nan(ind),0,0,0,0.023945,2.9829e-07,-9.5278e-10,0.014664,0,,0.000107,0,0.001107,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7228e-07,-nan(ind),0,0,0,0.023945,3.0033e-07,-9.7107e-10,0.014792,0,,0.000108,0,0.001108,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7228e-07,-nan(ind),0,0,0,0.023945,3.0237e-07,-9.8936e-10,0.014919,0,,0.000109,0,0.001109,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7228e-07,-nan(ind),0,0,0,0.023945,3.0441e-07,-1.0076e-09,0.015047,0,,0.00011,0,0.00111,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7229e-07,-nan(ind),0,0,0,0.023945,3.0645e-07,-1.0259e-09,0.015174,0,,0.000111,0,0.001111,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7229e-07,-nan(ind),0,0,0,0.023945,3.0849e-07,-1.0442e-09,0.015302,0,,0.000112,0,0.001112,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7229e-07,-nan(ind),0,0,0,0.023945,3.1053e-07,-1.0625e-09,0.015429,0,,0.000113,0,0.001113,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.723e-07,-nan(ind),0,0,0,0.023945,3.1257e-07,-1.0808e-09,0.015557,0,,0.000114,0,0.001114,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.723e-07,-nan(ind),0,0,0,0.023945,3.1461e-07,-1.0991e-09,0.015684,0,,0.000115,0,0.001115,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.723e-07,-nan(ind),0,0,0,0.023945,3.1665e-07,-1.1174e-09,0.015812,0,,0.000116,0,0.001116,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7231e-07,-nan(ind),0,0,0,0.023945,3.1869e-07,-1.1356e-09,0.015939,0,,0.000117,0,0.001117,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7231e-07,-nan(ind),0,0,0,0.023945,3.2073e-07,-1.1539e-09,0.016067,0,,0.000118,0,0.001118,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7231e-07,-nan(ind),0,0,0,0.023945,3.2277e-07,-1.1722e-09,0.016194,0,,0.000119,0,0.001119,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7232e-07,-nan(ind),0,0,0,0.023945,3.2481e-07,-1.1905e-09,0.016322,0,,0.00012,0,0.00112,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7232e-07,-nan(ind),0,0,0,0.023945,3.2685e-07,-1.2088e-09,0.016449,0,,0.000121,0,0.001121,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7232e-07,-nan(ind),0,0,0,0.023945,3.2889e-07,-1.2271e-09,0.016577,0,,0.000122,0,0.001122,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7232e-07,-nan(ind),0,0,0,0.023945,3.3094e-07,-1.2454e-09,0.016704,0,,0.000123,0,0.001123,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7233e-07,-nan(ind),0,0,0,0.023945,3.3298e-07,-1.2637e-09,0.016832,0,,0.000124,0,0.001124,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7233e-07,-nan(ind),0,0,0,0.023945,3.3502e-07,-1.2819e-09,0.016959,0,,0.000125,0,0.001125,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7233e-07,-nan(ind),0,0,0,0.023945,3.3706e-07,-1.3002e-09,0.017087,0,,0.000126,0,0.001126,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7234e-07,-nan(ind),0,0,0,0.023945,3.391e-07,-1.3185e-09,0.017214,0,,0.000127,0,0.001127,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7234e-07,-nan(ind),0,0,0,0.023945,3.4114e-07,-1.3368e-09,0.017342,0,,0.000128,0,0.001128,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7234e-07,-nan(ind),0,0,0,0.023945,3.4318e-07,-1.3551e-09,0.017469,0,,0.000129,0,0.001129,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7235e-07,-nan(ind),0,0,0,0.023945,3.4522e-07,-1.3734e-09,0.017597,0,,0.00013,0,0.00113,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7235e-07,-nan(ind),0,0,0,0.023945,3.4726e-07,-1.3917e-09,0.017724,0,,0.000131,0,0.001131,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7235e-07,-nan(ind),0,0,0,0.023945,3.493e-07,-1.4099e-09,0.017852,0,,0.000132,0,0.001132,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7236e-07,-nan(ind),0,0,0,0.023945,3.5134e-07,-1.4282e-09,0.017979,0,,0.000133,0,0.001133,0.005
1.2886,0,0,0,1004.7,0,1.716e-05,-6.7236e-07,-nan(ind),0,0,0,0.023945,3.5338e-07,-1.4465e-09,0.018107,0,,0.000134,0,0.001134,0.005
